"zip","type","primary_city","acceptable_cities","unacceptable_cities","state","county","timezone","area_codes","latitude","longitude","world_region","country","decommissioned","estimated_population","notes"
"05748","STANDARD","Hancock",,,"VT","Addison County","America/New_York","802","43.93","-72.83","NA","US","0","0",
"05750","PO BOX","Hydeville",,,"VT","Rutland County","America/New_York","802","43.6","-73.21","NA","US","0","0",
"05751","STANDARD","Killington",,,"VT","Rutland County","America/New_York","802","43.67","-72.77","NA","US","0","1157",
"05753","STANDARD","Middlebury","Bread Loaf, Cornwall, Weybridge","Weybridge Hill","VT","Addison County","America/New_York","802","44","-73.15","NA","US","0","6966",
"05757","STANDARD","Middletown Springs","Middletwn Spg",,"VT","Rutland County","America/New_York","802","43.48","-73.12","NA","US","0","782",
"05758","STANDARD","Mount Holly",,"Healdville, Hortonville, Lake Hinevah, Summit","VT","Rutland County","America/New_York","802","43.43","-72.78","NA","US","0","646",
"05759","STANDARD","North Clarendon","N Clarendon","Clarendon","VT","Rutland County","America/New_York","802","43.53","-72.96","NA","US","0","1856",
"05760","STANDARD","Orwell",,"Chipmans Point, Lake Hortonia, North Orwell","VT","Addison County","America/New_York","802","43.8","-73.3","NA","US","0","1038",
"05761","STANDARD","Pawlet",,"Brimstone Corners, East Rupert, N Pawlet, North Pawlet, North Rupert, Spankerton","VT","Rutland County","America/New_York","802","43.35","-73.18","NA","US","0","932",
"05762","STANDARD","Pittsfield",,,"VT","Rutland County","America/New_York","802","43.78","-72.82","NA","US","0","432",
"05763","STANDARD","Pittsford","N Chittenden, North Chittenden","Fredetteville, Pittsford Mills","VT","Rutland County","America/New_York","802","43.7","-73.03","NA","US","0","2481",
"05764","STANDARD","Poultney",,"Blissville, Lake St Catherine, Rareville, South Poultney","VT","Rutland County","America/New_York","802","43.51","-73.23","NA","US","0","2481",
"05765","STANDARD","Proctor",,"True Blue","VT","Rutland County","America/New_York","802","43.65","-73.03","NA","US","0","1566",
"05766","STANDARD","Ripton",,"East Middlebury","VT","Addison County","America/New_York","802","44","-73.15","NA","US","0","0",
"05767","STANDARD","Rochester",,,"VT","Windsor County","America/New_York","802","43.88","-72.82","NA","US","0","1033",
"05768","PO BOX","Rupert",,,"VT","Bennington County","America/New_York","802","43.26","-73.22","NA","US","0","0",
"05769","STANDARD","Salisbury",,"Lake Dunmore, West Salisbury","VT","Addison County","America/New_York","802","43.9","-73.1","NA","US","0","951",
"05770","STANDARD","Shoreham",,,"VT","Addison County","America/New_York","802","43.9","-73.32","NA","US","0","1014",
"05772","STANDARD","Stockbridge",,,"VT","Windsor County","America/New_York","802","43.78","-72.77","NA","US","0","0",
"05773","STANDARD","Wallingford","Tinmouth","S Wallingford, South Wallingford","VT","Rutland County","America/New_York","802","43.48","-72.97","NA","US","0","1949",
"05774","STANDARD","Wells",,,"VT","Rutland County","America/New_York","802","43.42","-73.2","NA","US","0","1047",
"05775","STANDARD","West Pawlet",,,"VT","Rutland County","America/New_York","802","43.36","-73.22","NA","US","0","488",
"05776","STANDARD","West Rupert",,,"VT","Bennington County","America/New_York","802","43.26","-73.19","NA","US","0","0",
"05777","STANDARD","West Rutland","Clarendn Spgs, Clarendon Springs","Chippenhook, Ira","VT","Rutland County","America/New_York","802","43.59","-73.04","NA","US","0","3132",
"05778","STANDARD","Whiting","West Cornwall",,"VT","Addison County","America/New_York","802","43.87","-73.21","NA","US","0","667",
"05819","STANDARD","Saint Johnsbury","St Johnsbury, Waterford","Johnsbury, West Waterford","VT","Caledonia County","America/New_York","802","44.41","-71.97","NA","US","0","6872",
"05820","STANDARD","Albany",,,"VT","Orleans County","America/New_York","802","44.73","-72.38","NA","US","0","0",
"05821","STANDARD","Barnet",,"Barnet Center, Inwood, South Peacham, West Barnet","VT","Caledonia County","America/New_York","802","44.3","-72.05","NA","US","0","1004",
"05822","STANDARD","Barton","West Glover","Westmore","VT","Orleans County","America/New_York","802","44.74","-72.17","NA","US","0","1747",
"05823","PO BOX","Beebe Plain",,,"VT","Orleans County","America/New_York","802","45","-72.14","NA","US","0","0",
"05824","STANDARD","Concord",,"Concord Corner, Kirby, Ralston Corner","VT","Essex County","America/New_York","802","44.43","-71.88","NA","US","0","938",
"05825","PO BOX","Coventry",,,"VT","Orleans County","America/New_York","802","44.87","-72.27","NA","US","0","0",
"05826","STANDARD","Craftsbury",,"East Craftsbury","VT","Orleans County","America/New_York","802","44.63","-72.37","NA","US","0","628",
"05827","STANDARD","Craftsbury Common","Craftsbry Cmn, Craftsbury Cm","Mill Village","VT","Orleans County","America/New_York","802","44.65","-72.41","NA","US","0","0",
"05828","STANDARD","Danville",,"Danville Center","VT","Caledonia County","America/New_York","802","44.42","-72.13","NA","US","0","1672",
"05829","STANDARD","Derby",,,"VT","Orleans County","America/New_York","802","44.92","-72.12","NA","US","0","2224",
"05830","STANDARD","Derby Line",,"Holland","VT","Orleans County","America/New_York","802","45","-72.1","NA","US","0","1332",
"05832","STANDARD","East Burke",,"Burke Mountain, E Burke","VT","Caledonia County","America/New_York","802","44.6","-71.92","NA","US","0","814",
"05833","STANDARD","East Charleston","E Charleston",,"VT","Orleans County","America/New_York","802","44.83","-72","NA","US","0","0",
"05836","STANDARD","East Hardwick",,,"VT","Caledonia County","America/New_York","802","44.52","-72.3","NA","US","0","880",
"05837","STANDARD","East Haven",,,"VT","Essex County","America/New_York","802","44.67","-71.9","NA","US","0","0",
"05838","PO BOX","East Saint Johnsbury","E St Johnsbry",,"VT","Caledonia County","America/New_York","802","44.44","-71.95","NA","US","0","0",
"05839","STANDARD","Glover","Barton",,"VT","Orleans County","America/New_York","802","44.7","-72.18","NA","US","0","613",
"05840","PO BOX","Granby",,,"VT","Essex County","America/New_York","802","44.57","-71.77","NA","US","0","0",
"05841","STANDARD","Greensboro",,"Greensborough","VT","Orleans County","America/New_York","802","44.58","-72.28","NA","US","0","0",
"05842","STANDARD","Greensboro Bend","Greensbro Bnd, Grnsboro Bend","Stannard","VT","Caledonia County","America/New_York","802","44.54","-72.21","NA","US","0","498",
"05843","STANDARD","Hardwick",,"Mackville, South Walden","VT","Caledonia County","America/New_York","802","44.5","-72.37","NA","US","0","2254",
"05845","STANDARD","Irasburg",,"Albany Center, East Albany","VT","Orleans County","America/New_York","802","44.81","-72.28","NA","US","0","1030",
"05846","STANDARD","Island Pond",,"Brighton","VT","Essex County","America/New_York","802","44.81","-71.88","NA","US","0","1053",
"05847","STANDARD","Lowell",,,"VT","Orleans County","America/New_York","802","44.8","-72.45","NA","US","0","636",
"05848","PO BOX","Lower Waterford","Lwr Waterford",,"VT","Caledonia County","America/New_York","802","44.35","-71.92","NA","US","0","0",
"05849","PO BOX","Lyndon",,"Lyndon Corners","VT","Caledonia County","America/New_York","802","44.5","-71.97","NA","US","0","0",
"05850","STANDARD","Lyndon Center",,,"VT","Caledonia County","America/New_York","802","44.55","-72.04","NA","US","0","575",
"05851","STANDARD","Lyndonville",,"East Lyndon, Red Village, South Wheelock, Wheelock","VT","Caledonia County","America/New_York","802","44.53","-72","NA","US","0","4536",
"05853","STANDARD","Morgan","Morgan Ctr",,"VT","Orleans County","America/New_York","802","44.89","-71.96","NA","US","0","453",
"05855","STANDARD","Newport",,"Eagle Point, Indian Point, Lake Park, Newport City, North Derby, The Bluffs, West Derby","VT","Orleans County","America/New_York","802","44.93","-72.2","NA","US","0","5570",
"05857","STANDARD","Newport Center","Newport Ctr",,"VT","Orleans County","America/New_York","802","44.95","-72.3","NA","US","0","1218",
"05858","STANDARD","North Concord","Victory","Gallup Mills, Granby Valley, Miles Pond","VT","Essex County","America/New_York","802","44.56","-71.77","NA","US","0","0",
"05859","STANDARD","North Troy","Jay, Jay Peak",,"VT","Orleans County","America/New_York","802","44.99","-72.4","NA","US","0","1422",
"05860","STANDARD","Orleans","Brownington","Evansville, Westmore","VT","Orleans County","America/New_York","802","44.81","-72.2","NA","US","0","2073",
"05861","PO BOX","Passumpsic",,"Morses Mills","VT","Caledonia County","America/New_York","802","44.38","-72.03","NA","US","0","0",
"05862","STANDARD","Peacham",,"East Peacham","VT","Caledonia County","America/New_York","802","44.33","-72.17","NA","US","0","0",
"05863","PO BOX","Saint Johnsbury Center","St Jhnsbry Ct",,"VT","Caledonia County","America/New_York","802","44.47","-72","NA","US","0","0",
"05866","STANDARD","Sheffield",,"Sheffield Square","VT","Caledonia County","America/New_York","802","44.6","-72.12","NA","US","0","573",
"05867","STANDARD","Sutton",,"East Sutton Ridge","VT","Caledonia County","America/New_York","802","44.66","-72.03","NA","US","0","547",
"05868","STANDARD","Troy",,,"VT","Orleans County","America/New_York","802","44.93","-72.38","NA","US","0","0",
"05871","STANDARD","West Burke",,"Burke, Newark, Newark Hollow","VT","Caledonia County","America/New_York","802","44.64","-71.98","NA","US","0","1264",
"05872","STANDARD","West Charleston","W Charleston","Charleston","VT","Orleans County","America/New_York","802","44.86","-72.05","NA","US","0","583",
"05873","STANDARD","West Danville",,"Joes Pond, Walden","VT","Caledonia County","America/New_York","802","44.46","-72.22","NA","US","0","636",
"05874","STANDARD","Westfield",,,"VT","Orleans County","America/New_York","802","44.88","-72.42","NA","US","0","464",
"05875","STANDARD","West Glover","Barton","W Glover","VT","Orleans County","America/New_York","802","44.69","-72.26","NA","US","0","0",
"05901","PO BOX","Averill","Canaan",,"VT","Essex County","America/New_York","802","45","-71.72","NA","US","0","0",
"05902","STANDARD","Beecher Falls",,,"VT","Essex County","America/New_York","802","45","-71.51","NA","US","0","0",
"05903","STANDARD","Canaan","Lemington",,"VT","Essex County","America/New_York","802","45","-71.53","NA","US","0","738",
"05904","STANDARD","Gilman",,,"VT","Essex County","America/New_York","802","44.41","-71.71","NA","US","0","0",
"05905","STANDARD","Guildhall","Bloomfield, Brunswick, Maidstone","Ferdinand, Lemington","VT","Essex County","America/New_York","802","44.56","-71.56","NA","US","0","584",
"05906","STANDARD","Lunenburg","East Concord","South Lunenburg","VT","Essex County","America/New_York","802","44.47","-71.68","NA","US","0","1005",
"05907","STANDARD","Norton",,,"VT","Essex County","America/New_York","802","45","-71.8","NA","US","0","0",
